UnitID,SerialNo,Class,Site,Component,SuppressionGroup,SuppressionLifeUsed,Suppression%,CurrentUsage,CurrentLifeUsed,CurrentUOM,Current,NextChangeoutUsage,NextChangeoutLifeUsed,NextChangeoutDate,Overdue,LastChangeoutDetailsWorkorder,LastChangeoutDetailsUsage,LastChangeoutDetailsLifeUsed,LastChangeoutDetailsDate
201,4AR00372,793C,SiteB,4307.00.CC.0 STEERING VALVE,S1,"12,586",42%,"99,039","12,586",Eng - Hrs,42%,"116,453","30,000",25-Sep-18,,KG65189-01,"86,453","86,453",30-Jan-13
201,4AR00372,793C,SiteB,4307.00.RS.0 STEERING VALVE,S2,"12,586",84%,"99,039","99,039",Eng - Hrs,98%,"101,453","101,453",31-Oct-15,,,"86,453",,30-Jan-13
201,4AR00372,793C,SiteB,1000.00.GR.0 ENGINE,,,,"99,039","1,580",Eng - Hrs,96%,"99,112","1,653",18-May-15,,KH17741-01,"97,459",306,6-Feb-15
201,4AR00372,793C,SiteB,1050.00.GR.0 AIR INDUCTION & EXHAUST SYSTEM,,,,"99,039","1,974",Eng - Hrs,100%,"99,047","1,982",13-May-15,,KH16477-01,"97,065",717,14-Jan-15
201,4AR00372,793C,SiteB,1052.LF.CC.0 TURBOCHARGER,,,,"99,039","19,587",Eng - Hrs,98%,"99,402","19,950",8-Jun-15,,KG40266-01,"79,452","79,452",24-Nov-11
201,4AR00372,793C,SiteB,1052.LR.CC.0 TURBOCHARGER,,,,"99,039","13,871",Eng - Hrs,92%,"100,168","15,000",1-Aug-15,,KG60058-01,"85,168","85,168",11-Nov-12
201,4AR00372,793C,SiteB,1052.RF.CC.0 TURBOCHARGER,,,,"99,039","99,039",Eng - Hrs,95%,"103,835","103,835",16-Apr-16,,,0,,27-Jan-10
201,4AR00372,793C,SiteB,1052.RR.CC.0 TURBOCHARGER,,,,"99,039","99,039",Eng - Hrs,95%,"103,835","103,835",16-Apr-16,,,0,,27-Jan-10
201,4AR00372,793C,SiteB,1054.IN.CC.0 AIR FILTER ELEMENT,,,,"99,039","1,030",Eng - Hrs,103%,"99,009","1,000",11-May-15,!,KH19554-01,"98,009","1,098",11-Mar-15
201,4AR00372,793C,SiteB,1054.OU.CC.0 AIR FILTER ELEMENT,,,,"99,039",508,Eng - Hrs,102%,"99,031",500,12-May-15,!,KH21380-01,"98,531",522,10-Apr-15
201,4AR00372,793C,SiteB,1062.00.GR.0 MUFFLER,,,,"99,039","99,039",Eng - Hrs,99%,"100,000","100,000",20-Jul-15,,,0,,27-Jan-10
201,4AR00372,793C,SiteB,1100.00.GR.0 CYLINDER HEAD ASSEMBLY,,,,"99,039",897,Eng - Hrs,18%,"103,142","5,000",27-Feb-16,,KH20031-01,"98,142",133,19-Mar-15
201,4AR00372,793C,SiteB,1105.00.PMS.0 INLET/EXHAUST VALVE,,,,"99,039","3,156",Eng - Hrs,79%,"99,883","4,000",12-Jul-15,,KH12700-01,"95,883","1,635",1-Nov-14
201,4AR00372,793C,SiteB,1239.00.CC.0 CYLINDER PACK,,,,"99,039","1,886",Eng - Hrs,22%,"105,653","8,500",22-Aug-16,,KH16469-01,"97,153",0,19-Jan-15
201,4AR00372,793C,SiteB,1250.00.GR.0 FUEL SYSTEM,,,,"99,039","1,800",Eng - Hrs,12%,"112,239","15,000",1-Dec-17,,KH17103-01,"97,239",628,26-Jan-15
201,4AR00372,793C,SiteB,1273.00.GR.0 FUEL TANK,,,,"99,039","2,428",Eng - Hrs,98%,"99,089","2,478",16-May-15,,KH15212-01,"96,611",728,18-Dec-14
201,4AR00372,793C,SiteB,1290.00.GR.0 UNIT INJECTOR,,,,"99,039","1,955",Eng - Hrs,65%,"100,084","3,000",26-Jul-15,,KH16483-01,"97,084",173,15-Jan-15
201,4AR00372,793C,SiteB,1302.00.GR.0 ENGINE OIL PAN,,,,"99,039","2,199",Eng - Hrs,99%,"99,070","2,230",15-May-15,,KH15780-01,"96,840",732,2-Jan-15
201,4AR00372,793C,SiteB,1306.00.GR.0 ENGINE OIL FILTER HOUSING/BASE,,,,"99,039","99,039",Eng - Hrs,100%,"99,050","99,050",14-May-15,,,0,,27-Jan-11
201,4AR00372,793C,SiteB,1307.00.GR.0 ENGINE OIL LINES,,,,"99,039","1,189",Eng - Hrs,96%,"99,090","1,240",16-May-15,,KH18940-01,"97,850",37,1-Mar-15
201,4AR00372,793C,SiteB,1319.00.CC.0 PRELUBRICATION PUMP,,,,"99,039","6,518",Eng - Hrs,87%,"100,021","7,500",21-Jul-15,,KG89181-01,"92,521",425,5-Mar-14
201,4AR00372,793C,SiteB,1350.00.GR.0 ENGINE COOLING SYSTEM,,,,"99,039",173,Eng - Hrs,69%,"99,116",250,18-May-15,,KH22592-01,"98,866",6,1-May-15
201,4AR00372,793C,SiteB,1352.00.PMS.0 COOLANT /CONDITIONER,,,,"99,039",730,Eng - Hrs,88%,"99,139",830,20-May-15,,KH20708-01,"98,309",118,28-Mar-15
201,4AR00372,793C,SiteB,1352.00.PMS.MAJOR COOLANT /CONDITIONER,,,,"99,039","99,039",Eng - Hrs,97%,"101,855","101,855",28-Nov-15,,,0,,27-Jan-10
201,4AR00372,793C,SiteB,1353.00.GR.0 RADIATOR,,,,"99,039",415,Eng - Hrs,100%,"99,039",415,13-May-15,!,KH21661-01,"98,624","2,114",15-Apr-15
201,4AR00372,793C,SiteB,1359.00.CC.0 FAN DRIVE,,,,"99,039","12,958",Eng - Hrs,87%,"101,006","14,925",29-Sep-15,,KG63517-01,"86,081","16,083",5-Jan-13
201,4AR00372,793C,SiteB,1361.00.CC.0 WATER PUMP,,,,"99,039","5,326",Eng - Hrs,36%,"108,713","15,000",27-Mar-17,,KH03156-01,"93,713","9,101",27-May-14
201,4AR00372,793C,SiteB,1361.00.GR.0 WATER PUMP,,,,"99,039","9,825",Eng - Hrs,100%,"99,034","9,820",13-May-15,!,KG75621-01,"89,214","14,640",17-Jul-13
201,4AR00372,793C,SiteB,1363.00.CC.0 AFTERCOOLER WATER PUMP,,,,"99,039","6,222",Eng - Hrs,41%,"107,817","15,000",22-Jan-17,,KG90275-01,"92,817","8,285",24-Mar-14
201,4AR00372,793C,SiteB,1363.00.GR.0 AFTERCOOLER WATER PUMP,,,,"99,039","14,007",Eng - Hrs,100%,"99,060","14,028",14-May-15,,KG59565-01,"85,032","4,456",3-Nov-12
201,4AR00372,793C,SiteB,1365.AOC.CC.0 BRK OIL COOLER,,,,"99,039","99,039",Eng - Hrs,100%,"99,120","99,120",19-May-15,,,0,,27-Jan-10
201,4AR00372,793C,SiteB,1365.FR.CC.0 BRK OIL COOLER,,,,"99,039","15,754",Eng - Hrs,98%,"99,285","16,000",30-May-15,,KG53078-01,"83,285","83,285",13-Jul-12
201,4AR00372,793C,SiteB,1365.RE.CC.0 BRK OIL COOLER,,,,"99,039","15,754",Eng - Hrs,98%,"99,285","16,000",30-May-15,,KG53045-01,"83,285","83,285",13-Jul-12
201,4AR00372,793C,SiteB,1378.00.GR.0 ENGINE OIL COOLER,,,,"99,039","2,128",Eng - Hrs,99%,"99,059","2,148",14-May-15,,KH15938-01,"96,911","1,437",5-Jan-15
201,4AR00372,793C,SiteB,1380.00.GR.0 COOLANT HOSE/LINES,,,,"99,039",250,Eng - Hrs,100%,"99,039",250,13-May-15,!,KH21263-01,"98,789",165,26-Apr-15
201,4AR00372,793C,SiteB,1400.00.GR.0 ELECTRIC SYSTEM,,,,"99,039",36,Eng - Hrs,15%,"99,253",250,28-May-15,,KH23260-01,"99,003",214,11-May-15
201,4AR00372,793C,SiteB,1401.00.CC.0 BATTERY,,,,"99,039","4,544",Eng - Hrs,38%,"106,495","12,000",21-Oct-16,,KH06519-01,"94,495","1,916",23-Jul-14
201,4AR00372,793C,SiteB,1408.00.GR.0 WIRING HARNESS/HV CABLE,,,,"99,039","1,987",Eng - Hrs,100%,"99,035","1,983",13-May-15,!,KH16402-01,"97,052","1,636",14-Jan-15
201,4AR00372,793C,SiteB,1429.00.GR.0 LIGHT(S),,,,"99,039",759,Eng - Hrs,92%,"99,108",828,18-May-15,,KH20555-01,"98,280",271,26-Mar-15
201,4AR00372,793C,SiteB,1451.00.CC.0 AIR STARTING MOTOR,,,,"99,039",677,Eng - Hrs,5%,"113,362","15,000",18-Feb-18,,KH20862-01,"98,362","4,596",31-Mar-15
201,4AR00372,793C,SiteB,1451.00.GR.0 AIR STARTING MOTOR,,,,"99,039",508,Eng - Hrs,88%,"99,111",580,18-May-15,,AMT10W0007505,"98,531","9,705",10-Apr-15
201,4AR00372,793C,SiteB,1803.00.CC.0 AIR COMPRESSOR,,,,"99,039","18,375",Eng - Hrs,93%,"100,524","19,860",26-Aug-15,,KG44109-01,"80,664","4,205",6-Feb-12
201,4AR00372,793C,SiteB,1919.00.CC.0 EXHAUST TEMPERATUR SENSOR,,,,"99,039","99,039",Eng - Hrs,100%,"99,050","99,050",14-May-15,,,0,,27-Jan-11
201,4AR00372,793C,SiteB,3000.00.GR.0 TRANSMISSION & DRIVE LINE,,,,"99,039",250,Eng - Hrs,100%,"99,039",250,13-May-15,!,KH22296-01,"98,789",939,26-Apr-15
201,4AR00372,793C,SiteB,3101.00.GR.0 TORQUE CONVERTER,,,,"99,039",508,Eng - Hrs,88%,"99,111",580,18-May-15,,KH21414-01,"98,531","2,648",10-Apr-15
201,4AR00372,793C,SiteB,3108.00.CC.0 PUMP DRIVE GRP,,,,"99,039","7,444",Eng - Hrs,47%,"107,595","16,000",7-Jan-17,,KG84340-01,"91,595","34,222",4-Jan-14
201,4AR00372,793C,SiteB,3115.00.CC.0 TC/TRANS SCAVENGE PUMP,,,,"99,039",393,Eng - Hrs,2%,"114,646","16,000",20-May-18,,KH21761-01,"98,646","8,378",17-Apr-15
201,4AR00372,793C,SiteB,3138.00.CC.0 TORQUE CONVERTER&PARKING BRAKE PUMP,,,,"99,039","99,039",Eng - Hrs,98%,"101,120","101,120",7-Oct-15,,,0,,27-Jan-10
201,4AR00372,793C,SiteB,3154.00.GR.0 TRANSMISSION LINES/HOSES,,,,"99,039",250,Eng - Hrs,100%,"99,039",250,13-May-15,!,KH21351-01,"98,789",496,26-Apr-15
201,4AR00372,793C,SiteB,3250.00.CC.0 DRIVE LINE/DRIVE AXLE,,,,"99,039","6,220",Eng - Hrs,6%,"192,819","100,000",6-Jul-33,,KG90345-01,"92,819","92,819",25-Mar-14
201,4AR00372,793C,SiteB,3251.AX.CC.0 UNIVERSAL JOINT,,,,"99,039","6,518",Eng - Hrs,87%,"100,021","7,500",21-Jul-15,,KG89165-01,"92,521","2,058",5-Mar-14
201,4AR00372,793C,SiteB,3258.00.GR.0 DIFFERENTIAL,,,,"99,039","6,258",Eng - Hrs,100%,"99,053","6,272",14-May-15,,KG90170-01,"92,781","11,897",22-Mar-14
201,4AR00372,793C,SiteB,3258.00.PMS.0 DIFFERENTIAL,,,,"99,039",746,Eng - Hrs,12%,"104,293","6,000",18-May-16,,KH20300-01,"98,293","7,396",27-Mar-15
201,4AR00372,793C,SiteB,3260.00.CC.0 AXLE HOUSING ASSEMBLY,,,,"99,039","10,131",Eng - Hrs,46%,"110,908","22,000",29-Aug-17,,KG73803-01,"88,908","88,908",26-Jun-13
201,4AR00372,793C,SiteB,3260.00.GR.0 AXLE HOUSING ASSEMBLY,,,,"99,039","1,580",Eng - Hrs,96%,"99,112","1,653",18-May-15,,KH17718-01,"97,459","4,116",6-Feb-15
201,4AR00372,793C,SiteB,4011.00.GR.0 FINAL DRIVE & BRAKE,,,,"99,039","4,705",Eng - Hrs,100%,"99,039","4,705",13-May-15,!,KH05788-01,"94,334","15,301",12-Jul-14
201,4AR00372,793C,SiteB,4215.LF.CC.0 WHEELHUB ASSEMBLY,,,,"99,039","2,692",Eng - Hrs,15%,"114,347","18,000",29-Apr-18,,KH08936-01,"96,347","18,905",2-Dec-14
201,4AR00372,793C,SiteB,4215.RF.CC.0 WHEELHUB ASSEMBLY,,,,"99,039","4,047",Eng - Hrs,22%,"112,992","18,000",23-Jan-18,,KH08642-01,"94,992",0,29-Aug-14
201,4AR00372,793C,SiteB,4250.00.GR.0 BRAKING SYSTEM,,,,"99,039",250,Eng - Hrs,100%,"99,039",250,13-May-15,!,KH21543-01,"98,789",496,26-Apr-15
201,4AR00372,793C,SiteB,4251.LF.CC.0 BRAKE GRP,,,,"99,039","15,754",Eng - Hrs,98%,"99,285","16,000",30-May-15,,KG48527-01,"83,285","32,224",13-Jul-12
201,4AR00372,793C,SiteB,4251.RF.CC.0 BRAKE GRP,,,,"99,039","15,754",Eng - Hrs,98%,"99,285","16,000",30-May-15,,KG53092-01,"83,285","10,623",13-Jul-12
201,4AR00372,793C,SiteB,4257.00.GR.0 BRAKE LINES,,,,"99,039",250,Eng - Hrs,100%,"99,039",250,13-May-15,!,KH22297-01,"98,789",258,26-Apr-15
201,4AR00372,793C,SiteB,4261.00.CC.0 BRAKE/SLACK ADJUSTER,,,,"99,039","99,039",Eng - Hrs,100%,"99,139","99,139",20-May-15,,,0,,27-Jan-10
201,4AR00372,793C,SiteB,4261.FR.CC.0 BRAKE/SLACK ADJUSTER,,,,"99,039",508,Eng - Hrs,8%,"104,531","6,000",4-Jun-16,,KH21164-01,"98,531","6,170",10-Apr-15
201,4AR00372,793C,SiteB,4261.RE.CC.0 BRAKE/SLACK ADJUSTER,,,,"99,039","1,312",Eng - Hrs,22%,"103,727","6,000",8-Apr-16,,KH18254-01,"97,727","7,022",22-Feb-15
201,4AR00372,793C,SiteB,426P.00.CC.0 BRAKE CLG & RETRACTION PUMP,,,,"99,039","7,444",Eng - Hrs,50%,"106,595","15,000",28-Oct-16,,KG84338-01,"91,595","23,068",4-Jan-14
201,4AR00372,793C,SiteB,4277.LF.CC.0 BRAKE AIR OVER HYDRAULIC CYLINDER,,,,"99,039","8,142",Eng - Hrs,51%,"106,897","16,000",18-Nov-16,,KG81995-01,"90,897","16,323",4-Nov-13
201,4AR00372,793C,SiteB,4277.LR.CC.0 BRAKE AIR OVER HYDRAULIC CYLINDER,,,,"99,039","8,142",Eng - Hrs,51%,"106,897","16,000",18-Nov-16,,KG82344-01,"90,897","16,323",4-Nov-13
201,4AR00372,793C,SiteB,4277.RF.CC.0 BRAKE AIR OVER HYDRAULIC CYLINDER,,,,"99,039","5,296",Eng - Hrs,33%,"109,743","16,000",7-Jun-17,,KH03060-01,"93,743","16,071",30-May-14
201,4AR00372,793C,SiteB,4277.RR.CC.0 BRAKE AIR OVER HYDRAULIC CYLINDER,,,,"99,039","5,296",Eng - Hrs,33%,"109,743","16,000",7-Jun-17,,KH03061-01,"93,743","16,071",30-May-14
201,4AR00372,793C,SiteB,4280.00.CC.0 BRAKE AIR RELAY VALVE,,,,"99,039","1,580",Eng - Hrs,26%,"103,459","6,000",20-Mar-16,,KH17717-01,"97,459","6,562",6-Feb-15
201,4AR00372,793C,SiteB,4285.00.PMS.0 AIR DRYER,,,,"99,039","1,312",Eng - Hrs,100%,"99,039","1,312",13-May-15,!,KH18001-01,"97,727","1,380",22-Feb-15
201,4AR00372,793C,SiteB,4300.00.GR.0 STEERING SYSTEM,,,,"99,039","4,047",Eng - Hrs,100%,"99,037","4,045",13-May-15,!,KH08637-01,"94,992","2,101",29-Aug-14
201,4AR00372,793C,SiteB,4303.00.GR.0 STEERING CYLD,,,,"99,039","99,039",Eng - Hrs,100%,"99,050","99,050",14-May-15,,,0,,27-Jan-11
201,4AR00372,793C,SiteB,4304.00.CC.0 STEERING LINES/HOSES,,,,"99,039","12,958",Eng - Hrs,86%,"101,081","15,000",4-Oct-15,,KG63378-01,"86,081","28,708",5-Jan-13
201,4AR00372,793C,SiteB,4304.00.GR.0 STEERING LINES/HOSES,,,,"99,039","5,696",Eng - Hrs,100%,"99,038","5,695",13-May-15,!,KH01662-01,"93,343",752,29-Apr-14
201,4AR00372,793C,SiteB,4305.00.GR.0 STEERING LINKAGE,,,,"99,039","7,639",Eng - Hrs,100%,"99,075","7,675",15-May-15,,KG84945-01,"91,400","5,344",19-Dec-13
201,4AR00372,793C,SiteB,4306.00.CC.0 STEERING PUMP,,,,"99,039","11,108",Eng - Hrs,69%,"103,931","16,000",23-Apr-16,,KG66714-01,"87,931","21,741",28-Apr-13
201,4AR00372,793C,SiteB,4312.00.CC.0 HMU,,,,"99,039","11,108",Eng - Hrs,56%,"107,931","20,000",30-Jan-17,,KG70495-01,"87,931","1,478",28-Apr-13
201,4AR00372,793C,SiteB,4331.FR.CC.0 STEERING ACCUMULATOR,,,,"99,039","2,931",Eng - Hrs,18%,"112,108","16,000",22-Nov-17,,KH13451-01,"96,108","13,484",18-Nov-14
201,4AR00372,793C,SiteB,4331.RE.CC.0 STEERING ACCUMULATOR,,,,"99,039","5,296",Eng - Hrs,33%,"109,743","16,000",7-Jun-17,,KH03430-01,"93,743","15,711",30-May-14
201,4AR00372,793C,SiteB,5050.00.GR.0 HYDRAULIC SYSTEM,,,,"99,039","1,171",Eng - Hrs,94%,"99,108","1,240",18-May-15,,KH19142-01,"97,868","3,284",4-Mar-15
201,4AR00372,793C,SiteB,5057.00.GR.0 HYDRAULIC HOSE/LINES,,,,"99,039","1,030",Eng - Hrs,96%,"99,084","1,075",16-May-15,,KH19621-01,"98,009",0,11-Mar-15
201,4AR00372,793C,SiteB,5083.00.CC.0 HYDRAULIC HOIST PUMP,,,,"99,039","10,380",Eng - Hrs,69%,"103,659","15,000",3-Apr-16,,KG69996-01,"88,659","15,997",11-Jun-13
201,4AR00372,793C,SiteB,5102.LT.CC.0 HOIST CYLINDER,,,,"99,039","5,647",Eng - Hrs,24%,"117,392","24,000",30-Nov-18,,KH01591-01,"93,392","35,431",4-May-14
201,4AR00372,793C,SiteB,5102.MT.GI.0 HOIST CYLINDER,,,,"99,039","1,030",Eng - Hrs,34%,"101,009","3,000",29-Sep-15,,KH19601-01,"98,009","4,481",11-Mar-15
201,4AR00372,793C,SiteB,5102.RI.CC.0 HOIST CYLINDER,,,,"99,039","5,696",Eng - Hrs,24%,"117,343","24,000",27-Nov-18,,KG89486-01,"93,343","42,889",29-Apr-14
201,4AR00372,793C,SiteB,5505.00.GR.0 AIR RECEIVER/TANK,,,,"99,039","17,748",Eng - Hrs,44%,"121,291","40,000",2-Sep-19,,KG46323-01,"81,291","81,291",14-Mar-12
201,4AR00372,793C,SiteB,7050.00.GI.0 FRAME,,,,"99,039",250,Eng - Hrs,100%,"99,039",250,13-May-15,!,KH22313-01,"98,789",258,26-Apr-15
201,4AR00372,793C,SiteB,7050.00.GR.0 FRAME,,,,"99,039","3,565",Eng - Hrs,98%,"99,106","3,632",18-May-15,,KH10657-01,"95,474",482,1-Oct-14
201,4AR00372,793C,SiteB,7201.00.GR.0 SUSPENSION CYLINDER,,,,"99,039","2,692",Eng - Hrs,99%,"99,072","2,725",15-May-15,,KH14259-01,"96,347","1,355",2-Dec-14
201,4AR00372,793C,SiteB,7201.00.PMS.0 SUSPENSION CYLINDER,,,,"99,039","1,949",Eng - Hrs,65%,"100,090","3,000",26-Jul-15,,KH16535-01,"97,090",743,16-Jan-15
201,4AR00372,793C,SiteB,7203.00.CC.0 PANHARD/STABILIZER ROD/DOGBONE,,,,"99,039","22,580",Eng - Hrs,91%,"101,359","24,900",24-Oct-15,,KG29102-01,"76,459","76,459",30-May-11
201,4AR00372,793C,SiteB,7250.00.GR.0 BODY,,,,"99,039",530,Eng - Hrs,91%,"99,089",580,16-May-15,,KH21273-1E,"98,509",216,8-Apr-15
201,4AR00372,793C,SiteB,7253.00.GR.0 PLATFORM/DECK,,,,"99,039","3,794",Eng - Hrs,100%,"99,042","3,797",13-May-15,,KH09744-01,"95,245",514,17-Sep-14
201,4AR00372,793C,SiteB,7254.00.CC.0 LADDER/STEP,,,,"99,039","12,958",Eng - Hrs,98%,"99,331","13,250",3-Jun-15,,KG63377-01,"86,081","86,081",5-Jan-13
201,4AR00372,793C,SiteB,7254.00.GR.0 LADDER/STEP,,,,"99,039",508,Eng - Hrs,88%,"99,111",580,18-May-15,,KH21390-01,"98,531",238,10-Apr-15
201,4AR00372,793C,SiteB,7256.00.GR.0 HANDHOLD,,,,"99,039",746,Eng - Hrs,100%,"99,038",745,13-May-15,!,KH20647-01,"98,293","2,877",27-Mar-15
201,4AR00372,793C,SiteB,7258.00.GR.0 DUMP BODY,,,,"99,039",110,Eng - Hrs,44%,"99,179",250,23-May-15,,KH22521-01,"98,929",118,5-May-15
201,4AR00372,793C,SiteB,7258.00.RI.0 DUMP BODY,,,,"99,039","15,761",Eng - Hrs,91%,"100,678","17,400",6-Sep-15,,KG52727-01,"83,278","83,278",8-Jul-12
201,4AR00372,793C,SiteB,7305.00.GR.0 WINDSHIELD WIPER,,,,"99,039",513,Eng - Hrs,88%,"99,106",580,18-May-15,,KH21335-01,"98,526","1,067",9-Apr-15
201,4AR00372,793C,SiteB,7309.00.GI.0 HEATER & AIR CONDITIONER,,,,"1,567",113,Days,31%,"1,819",365,19-Jan-16,,KH16713-01,"1,454",345,19-Jan-15
201,4AR00372,793C,SiteB,7319.00.GR.0 MIRROR,,,,"99,039","1,179",Eng - Hrs,95%,"99,100","1,240",17-May-15,,KH19088-01,"97,860","7,821",4-Mar-15
201,4AR00372,793C,SiteB,7320.00.GR.0 AIR CONDITIONER,,,,"99,039",254,Eng - Hrs,102%,"99,035",250,13-May-15,!,KH22270-01,"98,785","1,386",25-Apr-15
201,4AR00372,793C,SiteB,7325.00.GR.0 ROPS/FOPS CAB,,,,"99,039",746,Eng - Hrs,100%,"99,038",745,13-May-15,!,KH20643-01,"98,293",0,27-Mar-15
201,4AR00372,793C,SiteB,7338.00.RI.0 RADIO,,,,"99,039","13,326",Eng - Hrs,88%,"100,793","15,080",14-Sep-15,,KG62083-01,"85,713","1,326",12-Dec-12
201,4AR00372,793C,SiteB,7342.00.CC.0 CAB AIR FILTER,,,,"99,039",415,Eng - Hrs,83%,"99,124",500,19-May-15,,KH21660-01,"98,624",93,15-Apr-15
201,4AR00372,793C,SiteB,7348.00.GR.0 CAMERA,,,,"99,039","99,039",Eng - Hrs,100%,"99,050","99,050",14-May-15,,,0,,27-Jan-10
201,4AR00372,793C,SiteB,7401.00.CC.MAJOR FIRE SUPPRESSION SYSTEM,,,,"99,039","10,131",Eng - Hrs,29%,"123,908","35,000",5-Mar-20,,KG77925-01,"88,908","12,208",26-Jun-13
201,4AR00372,793C,SiteB,7401.00.GR.0 FIRE SUPPRESSION SYSTEM,,,,"99,039",411,Eng - Hrs,82%,"99,128",500,19-May-15,,KH21684-01,"98,628",97,16-Apr-15
201,4AR00372,793C,SiteB,7490.00.GR.0 ELECTRONIC MONITORING SYSTEM/PANEL,,,,"99,039","1,580",Eng - Hrs,96%,"99,112","1,653",18-May-15,,KH17739-01,"97,459","4,093",6-Feb-15
201,4AR00372,793C,SiteB,7494.LF.CC.0 PAYLOAD MONITOR SYSTEM,,,,"99,039","99,039",Eng - Hrs,95%,"103,835","103,835",16-Apr-16,,,0,,27-Jan-10
201,4AR00372,793C,SiteB,7494.LR.CC.0 PAYLOAD MONITOR SYSTEM,,,,"99,039","99,039",Eng - Hrs,97%,"101,855","101,855",28-Nov-15,,,0,,27-Jan-10
201,4AR00372,793C,SiteB,7494.RF.CC.0 PAYLOAD MONITOR SYSTEM,,,,"99,039","99,039",Eng - Hrs,95%,"103,835","103,835",16-Apr-16,,,0,,27-Jan-10
201,4AR00372,793C,SiteB,7494.RR.CC.0 PAYLOAD MONITOR SYSTEM,,,,"99,039","99,039",Eng - Hrs,97%,"101,855","101,855",28-Nov-15,,,0,,27-Jan-10
201,4AR00372,793C,SiteB,7510.00.GR.0 GREASE LINES,,,,"99,039","1,580",Eng - Hrs,96%,"99,112","1,653",18-May-15,,KH17731-01,"97,459","6,799",6-Feb-15
201,4AR00372,793C,SiteB,7540.00.GR.0 AUTOMATIC LUBRICATION SYSTEM,,,,"99,039","1,886",Eng - Hrs,99%,"99,053","1,900",14-May-15,,KH16815-01,"97,153","2,461",19-Jan-15
201,4AR00372,793C,SiteB,7600.00.GR.0 MACHINE ELECTRONIC CONTROL & DMS,,,,"99,039","4,536",Eng - Hrs,100%,"99,043","4,540",13-May-15,,KH06566-01,"94,503","1,924",24-Jul-14
201,4AR00372,793C,SiteB,1353.00.CC.0 RADIATOR,,,,"99,039","12,958",Eng - Hrs,86%,"101,081","15,000",4-Oct-15,,KG63379-01,"86,081","16,926",5-Jan-13
201,4AR00372,793C,SiteB,3030.00.CC.0 TRANSMISSION,,,,"99,039","1,189",Eng - Hrs,7%,"115,850","18,000",13-Aug-18,,KH19035-01,"97,850","12,571",1-Mar-15
201,4AR00372,793C,SiteB,3101.00.CC.0 TORQUE CONVERTER,,,,"99,039","8,771",Eng - Hrs,58%,"105,268","15,000",26-Jul-16,,KG74763-01,"90,268","16,222",15-Sep-13
201,4AR00372,793C,SiteB,3258.00.CC.0 DIFFERENTIAL,,,,"99,039","6,220",Eng - Hrs,31%,"112,819","20,000",11-Jan-18,,KG77181-01,"92,819","21,141",25-Mar-14
201,4AR00372,793C,SiteB,4050.LR.CC.0 FINAL DRIVE,,,,"99,039","15,754",Eng - Hrs,79%,"103,285","20,000",8-Mar-16,,KG53327-01,"83,285","7,360",13-Jul-12
T187,SSP00662,793F,SiteC,4250.00.GR.0 BRAKING SYSTEM,,,,"11,993","1,207",Eng - Hrs,97%,"12,026","1,240",15-May-15,,BB66913-01,"10,786","1,943",7-Mar-15
T187,SSP00662,793F,SiteC,4250.VL.GR.0 BRAKING SYSTEM,,,,"11,993","2,643",Eng - Hrs,18%,"24,350","15,000",19-May-17,,BB63305-01,"9,350","9,350",12-Dec-14
T187,SSP00662,793F,SiteC,4251.00.GR.0 BRAKE GRP,,,,"11,993",800,Eng - Hrs,40%,"13,193","2,000",24-Jul-15,,BB67749-01,"11,193","6,802",29-Mar-15
T187,SSP00662,793F,SiteC,4251.LF.CC.0 BRAKE GRP,,,,"11,993","11,993",Eng - Hrs,75%,"16,000","16,000",7-Jan-16,,,0,,18-May-13
T187,SSP00662,793F,SiteC,4251.RF.CC.0 BRAKE GRP,,,,"11,993","11,993",Eng - Hrs,75%,"16,000","16,000",7-Jan-16,,,0,,18-May-13
T187,SSP00662,793F,SiteC,4257.00.GR.0 BRAKE LINES,,,,"11,993","6,478",Eng - Hrs,98%,"12,155","6,640",23-May-15,,BB52105-01,"5,515",0,30-Apr-14
T187,SSP00662,793F,SiteC,4261.FR.CC.0 BRAKE/SLACK ADJUSTER,,,,"11,993","11,993",Eng - Hrs,75%,"16,000","16,000",7-Jan-16,,,0,,18-May-13
T187,SSP00662,793F,SiteC,4261.RE.CC.0 BRAKE/SLACK ADJUSTER,,,,"11,993","11,993",Eng - Hrs,75%,"16,000","16,000",7-Jan-16,,,0,,18-May-13
T187,SSP00662,793F,SiteC,4263.00.CC.0 BRAKE ACCUMULATOR,,,,"11,993","11,993",Eng - Hrs,75%,"16,000","16,000",7-Jan-16,,,0,,18-May-13
T187,SSP00662,793F,SiteC,4263.00.GR.0 BRAKE ACCUMULATOR,,,,"11,993","3,150",Eng - Hrs,35%,"17,843","9,000",26-Apr-16,,BB61564-01,"8,843","7,399",3-Nov-14
T187,SSP00662,793F,SiteC,4265.00.CC.0 SERVICE BRAKE CONTROL VALVE,,,,"11,993","11,993",Eng - Hrs,80%,"15,000","15,000",8-Nov-15,,,0,,18-May-13
T187,SSP00662,793F,SiteC,4268.00.GR.0 BRAKE PUMP,,,,"11,993","9,611",Eng - Hrs,80%,"14,352","11,970",1-Oct-15,,BB38976-01,"2,382","2,382",2-Oct-13
